id_target,0s_ear,1s_ear,2s_ear,0s_mar,1s_mar,2s_mar,perclos,target
yloaDl_5,0.2765216226718029,0.2900765937733753,0.3177299660758914,0.0172876357496707,0.0150690868849798,0.0168258162820017,0.0,5
yloaDl_10,0.2684162588831825,0.2970392868965616,0.2579278943122343,0.059567018372913,0.0642415024582865,0.0595548754418631,0.0,10
C0Hrrw_10,0.1946128046879253,0.2496805785776581,0.2787480804400797,0.0118842435904339,0.0153017185672313,0.0166009279251895,0.3333333333333333,10
Iz3KMx_0,0.2914657121665923,0.2907932900920973,0.2813862978000599,0.0166420657708776,0.0161411918312901,0.0098611484111273,0.0,0
Iz3KMx_5,0.3074640327830334,0.2885392059760387,0.2176039132204576,0.012364044683096,0.0100037262362188,0.016289028420368,0.0,5
Iz3KMx_10,0.3192398644556611,0.3191537347653895,0.3315638136546059,0.0193309371624819,0.0223080801374357,0.019782065296376,0.0,10
mCmgkW_0,0.3061303054041132,0.3657748297147638,0.3596979376345682,0.0654704236994787,0.054281927456776,0.0351364049249311,0.0,0
mCmgkW_5,0.3155481885424118,0.2948924657032107,0.333900863254993,0.0497081076651525,0.0609982698055882,0.0547240195501965,0.0,5
mCmgkW_10,0.3503104043605811,0.3162642387559391,0.3435116589196402,0.0306959547610613,0.0286561717952963,0.033698220825274,0.0,10
3bJRj9_0,0.2341612757827663,0.245716522508087,0.2409005393759021,0.01666861137582,0.0120954173584977,0.0131522862914779,0.0,0
3bJRj9_10,0.2212210932349637,0.2229443562704168,0.2333864566322226,0.0121486156324002,0.0103621599470726,0.0111216191407139,0.0,10
Y8biCC_0,0.3213022051881038,0.329395130307271,0.3295132362350566,0.0436105837123093,0.0468822395663227,0.0416500573626938,0.0,0
Y8biCC_5,0.306704896393012,0.3079280603194113,0.2780148329122429,0.0401543008772089,0.0351351937780534,0.0110397318549854,0.0,5
HQsotm_0,0.307669265002945,0.2898621844160285,0.3061139305233211,0.01648069562845,0.0125281069705605,0.0082130500153284,0.0,0
HQsotm_5,0.2308697355502669,0.2537712976146178,0.2250698729856491,0.0161405241808676,0.012623596700519,0.0095914968241364,0.0,5
HQsotm_10,0.2071275082028996,0.2281620433003875,0.3142229154847591,0.0149482279230865,0.0109810079296653,0.0095304653741536,0.0,10
S9Jc43_0,0.3366966963334452,0.3214182770545298,0.3157216826195216,0.0294752452177369,0.0248266145947559,0.0297190936714169,0.0,0
