id_target,0s_ear,1s_ear,2s_ear,3s_ear,4s_ear,5s_ear,6s_ear,7s_ear,8s_ear,9s_ear,0s_mar,1s_mar,2s_mar,3s_mar,4s_mar,5s_mar,6s_mar,7s_mar,8s_mar,9s_mar,perclos,target
yloaDl_5,-0.09656990946535836,-0.08327032968043221,-0.056137978862147046,-0.05673125183095645,-0.06811070107261247,-0.0695577912410936,-0.054519788791714124,-0.06680216673075601,-0.05973754110040267,-0.05783167545494254,-0.35091962856106795,-0.3530963774018892,-0.3513727468163908,-0.3502031598056049,-0.35097272710572885,-0.3490206347405138,-0.3491090741919822,-0.34791457454590474,-0.35012900517630097,-0.3480240699836259,-0.3678815452794899,5
yloaDl_10,-0.16222505953389807,-0.1482889689293751,-0.16733167504940819,-0.2120667136581343,-0.15720570721715804,-0.144203513618308,-0.13918108917694297,-0.18070661746755975,-0.14360241798224588,-0.17129829790180554,-0.26391038566628566,-0.261634454772017,-0.263916297863529,-0.2751370206168499,-0.26755377842093786,-0.2668204562399479,-0.26912071135874227,-0.2808575483906366,-0.27570043717791715,-0.2809407078133315,-0.24422421916067652,10
C0Hrrw_10,-0.18677666332035836,-0.16002486884755013,-0.145903945106951,-0.15836586721953289,-0.15111129840023088,-0.16338439587867754,-0.16916257583151553,-0.1760828362605981,-0.18079872469524003,-0.1875156951999801,-0.27554576665437713,-0.2738855653835156,-0.27325441254645266,-0.2732712576827585,-0.27463984766261007,-0.272309243914781,-0.27593009887137543,-0.26610244911232733,-0.2638983341413393,-0.2645338502751149,-0.18415957656355433,10
Iz3KMx_0,1.005037662876549,1.0004547923034608,0.9363417451688556,0.9646487785506141,1.0661521661341813,1.2235949451561203,1.3103843455750428,1.128322080050965,1.0887955301761378,1.1932452735939696,-0.8680138766667449,-0.8714275665583004,-0.9142289963144484,-0.866531331411417,-0.8919313122593426,-0.9144928256975523,-0.9267305231095903,-0.9013313048909,-0.886735759345669,-0.9126791641944219,-0.9814373295687551,0
Iz3KMx_5,-0.061154117917370014,-0.07971540686351335,-0.14928806286419966,-0.03734932033359074,-0.07325995286909577,-0.03578025642362347,-0.10110655644399795,-0.07333055288416301,-0.06851604339666846,-0.06321698136132603,-0.3505853609606043,-0.3529003386956294,-0.34673577448885423,-0.3466313652365395,-0.34018591948694127,-0.3398978609642931,-0.33998236297876294,-0.34213629002433477,-0.34655563466191797,-0.3302001759551663,-0.3627118976125091,5
Iz3KMx_10,-0.14099091596233587,-0.14103283962178612,-0.1349922290093314,-0.14581723305452185,-0.13985547460593586,-0.13359010702131136,-0.1581507403035366,-0.15710750059604994,-0.13797956910077416,-0.1317357608370147,-0.28697170022240126,-0.28552257474867626,-0.2867521134318978,-0.2847122783040139,-0.2848947507322719,-0.28578223180591167,-0.28442190813465634,-0.2843139368453975,-0.28529762762667155,-0.2848202234032024,-0.29638104122778763,10
mCmgkW_0,0.8011471478891145,1.1811015121626784,1.1423897998340837,1.0661945909830146,1.0883675106335542,1.2009027244830808,1.1103487417220006,1.1788518295724293,1.0623370689691278,1.0432257441776753,-0.7319319304682463,-0.8032061677298575,-0.9251691630986268,-0.9014634850033623,-0.9489433479898258,-0.8663159509668669,-0.8385950882689457,-0.7529673472112883,-0.836263823511151,-0.9720121566841596,-1.1489991047472148,0
mCmgkW_5,-0.0705586799993733,-0.09093590713494296,-0.05245344959544146,-0.10111080594415572,-0.08797801744723921,-0.07443038943197891,-0.11004574409773803,-0.13384875595007056,-0.0880165325613966,-0.11112893153184417,-0.3328145086597678,-0.3216765688198485,-0.3278662250015669,-0.3173682155731471,-0.323677960393201,-0.3247361042662407,-0.32945335369483164,-0.3237715851167412,-0.3270784376964171,-0.31993130617696625,-0.381852414922231,5
mCmgkW_10,-0.13414532228001744,-0.15074067639420669,-0.13745928102165209,-0.13846559349618578,-0.14986722707959177,-0.1208910794946007,-0.12689442791928363,-0.13400606629685358,-0.12766559983078557,-0.14870692514816544,-0.28993716776151096,-0.2909314330490048,-0.2884737527896403,-0.28742503877234404,-0.2819507329559886,-0.2861703576936974,-0.28955841144482597,-0.2923824294157716,-0.2960297164139617,-0.2928677783681459,-0.30489950581297987,10
3bJRj9_0,1.0273394002113752,1.129038404434851,1.0866524043309314,1.2019390201871833,0.8062752396479702,1.042719964407218,1.1620095983141903,1.0640422821453461,1.2281547064743386,1.1530237370692729,-0.8868375898505254,-0.9270867761066092,-0.9177851557575352,-0.9135932558917819,-0.9205752589372017,-0.9260279678299498,-0.9217159444585722,-0.8673731916495644,-0.6916649765571083,-0.8614548765729639,-1.0335398818054335,0
3bJRj9_10,-0.16720540599160003,-0.166369515649257,-0.16130444394131827,-0.14878628531662957,-0.16101400455055154,-0.16131362451414336,-0.15252665378891817,-0.15447276696242934,-0.17118688828108788,-0.1673643213207563,-0.26861863269135444,-0.2694851754208551,-0.2691167902165607,-0.2685016048424341,-0.2688507555469787,-0.26912186234906127,-0.26895913240998714,-0.26889686566103227,-0.26906545111877306,-0.26944226157427853,-0.274511471028301,10
Y8biCC_0,1.011052134912982,1.064530765341866,1.065311217795151,1.187190141206519,1.085278982822956,1.027182211700593,1.0869513024647108,1.0830990596502361,1.160458796236566,1.1426783818633697,-0.8239540438702226,-0.8023347070135284,-0.8369093427953122,-0.8971117332695937,-0.7451479617037751,-0.9341554658623689,-0.91037993923048,-0.8971132623767952,-0.911993266718665,-0.93036144476632,-1.1121359131939441,0
Y8biCC_5,-0.054676468652460314,-0.05347669699519149,-0.08281785204887877,-0.09543750223576733,-0.0769187064581204,-0.1042179795581378,-0.085413672088785,-0.13232064480265718,-0.09965550823692682,-0.09417024509674474,-0.31612944549867195,-0.32105256521500497,-0.34468721602521923,-0.31903723414596247,-0.33881081680404435,-0.34120536414770236,-0.33414104075055556,-0.3308762650006148,-0.33453592078916317,-0.33376524493152354,-0.35551581969607,5
HQsotm_0,1.1326559661039615,1.0101667813910815,1.1219573200549882,1.087762505501598,1.12790800490205,1.0847154640336631,1.0810159206626548,1.0961590655601683,1.0706547587330804,1.1314415564250941,-0.8703366236301445,-0.8975252107681161,-0.9272071008374161,-0.9316608468463724,-0.9170729949418532,-0.9318026307481818,-0.9222080046777392,-0.881574608387809,-0.7976834930342737,-0.8999617645508275,-0.9837020324728036,0
HQsotm_5,-0.10909994332677589,-0.08670208224494165,-0.11477224269443574,-0.10444423593102498,-0.12560939408556218,-0.09269658614622449,-0.07769585117893514,-0.09265124392774882,-0.10023242347496,-0.09666595686557306,-0.31910636266837034,-0.32254593822738215,-0.32551134956599026,-0.32315583306406825,-0.3185306937195306,-0.32032976035686056,-0.31976844723277725,-0.3214532579050235,-0.3255011971957774,-0.3237725424600872,-0.33489188932263286,5
HQsotm_10,-0.1804997450525284,-0.17028323020095915,-0.12848329620024793,-0.16588263222339264,-0.1545368375253654,-0.1769599437539743,-0.15999041813477266,-0.18976043457570443,-0.18774264189371476,-0.18945266523269824,-0.27384159748914766,-0.27576848400194115,-0.2764730153591846,-0.2749421396028956,-0.272372435962788,-0.2735430675850428,-0.27224133933771494,-0.27321778474318903,-0.2715182855685851,-0.2730161957490403,-0.1353913940787701,10
S9Jc43_0,1.0683411708748698,0.9722231668125015,0.936385343733421,1.22169252869195,1.20815551899485,1.2561690456859982,1.0854864488220188,1.1940351209865092,0.8320529573171249,1.1229216800823187,-0.8644185045411491,-0.8936634865610334,-0.8628844304832547,-0.8737698803341164,-0.8723022151841523,-0.8610667923666669,-0.8473812112022606,-0.8967712614522569,-0.9201729415218002,-0.9053320483277603,-1.0498501050135547,0
S9Jc43_5,-0.09223067425325132,-0.05441173039394907,-0.06829645121042688,-0.05205330271909689,-0.06646256995376242,-0.06058039386841757,-0.059894756919166105,-0.05200611492660267,-0.06391109163282031,-0.06050606010991899,-0.34256471302599706,-0.34405080959693257,-0.35421596303619773,-0.35733328137418646,-0.35550967545407247,-0.3553362784678746,-0.35625231243650823,-0.3542894616577614,-0.35075828253038915,-0.3528952438327727,-0.3820286059130661,5
S9Jc43_10,-0.12897717473916476,-0.13753245249872592,-0.1410078604042613,-0.14531821327551406,-0.14477329181450269,-0.14543115491691874,-0.12418852971460456,-0.13990725179870198,-0.14003236850953582,-0.13435057945785417,-0.28897633857430965,-0.28941911461205,-0.28867439214499724,-0.28799061270107457,-0.29003187631274685,-0.29078404884392245,-0.284100208992772,-0.28717906684547423,-0.2877060870776229,-0.2924881605778942,-0.3010674359637109,10
oW2Jt7_0,1.010700903655698,1.0410688540812667,1.0942852129027156,1.115651615410624,1.026014466984198,1.0612677021306922,1.2172809589675078,1.1671745797627087,1.0913296097814296,1.0650287834199494,-0.8516822083149093,-0.8048234593999082,-0.9038586498830515,-0.906852818994821,-0.8785726537465813,-0.842172940278801,-0.745025107147084,-0.9307323651168662,-0.8410249538237374,-0.8029709023014561,-1.1910433140447896,0
oW2Jt7_5,-0.07149262423646068,-0.09893431421367023,-0.08985581785700088,-0.10355796976904352,-0.08153615869314075,-0.06523880958392674,-0.04477469977880191,-0.0430196711243183,-0.07524764514445081,-0.07151118586691477,-0.3516726137641842,-0.3484495775936771,-0.3434340637126789,-0.3423421822980687,-0.34627126382318774,-0.3392697147003708,-0.33528718467902674,-0.32521877022253654,-0.341567179663412,-0.34506205706563337,-0.37813052822010135,5
oW2Jt7_10,-0.1771605321395184,-0.16101027108614496,-0.16542184387801237,-0.14910100537724008,-0.13781328047499117,-0.16118203559816516,-0.1501734793756434,-0.14457248514199939,-0.15971421388005333,-0.1497150622048336,-0.2706738101047106,-0.2746488457566217,-0.27140836213816916,-0.2720979002311429,-0.2743425352730007,-0.27302931837781075,-0.2713140392057533,-0.27233922920147974,-0.2715550614400549,-0.266676192651683,-0.3007065541255997,10
mESg1h_0,1.0773669543997222,1.0197773740865839,1.144503933224006,1.0197395878617739,1.1644151038398716,1.2280769368377182,1.0623434274380739,1.072580978347507,0.9699244277995461,1.168978781999506,-0.9127762002927853,-0.8396099784665492,-0.943241248605436,-0.9217049113458629,-0.855682310285793,-0.8900877531310964,-0.877274058914231,-0.8596971922027145,-0.8753902048508092,-0.8769041673347379,-1.0376697402021478,0
sUBRZN_5,-0.0750857916314815,-0.04805937382660216,-0.03124541628490192,-0.060799778049690265,-0.06920195652674876,-0.11170025126109145,-0.06161413637345599,-0.06170339187035078,-0.0659709862875954,-0.06437304267847328,-0.3520629858688649,-0.34890319353648197,-0.35172901076850493,-0.338157511619958,-0.35775703839161715,-0.3566660160243448,-0.3539847517190027,-0.33961472683162736,-0.35984236650743984,-0.3549985447443192,-0.37302263923357587,5
rg76zJ_0,1.0621948068325229,1.0706577902940144,1.1196938498210454,1.0197275798904795,1.127513613145373,1.0963615190901623,1.1441741825647835,1.0549045795657297,1.122920025205473,1.1320066045316641,-0.9231550241409129,-0.9193057544429813,-0.8991249385421596,-0.906725505569742,-0.9027941777968542,-0.9008053884529235,-0.8956252859757069,-0.91884324529323,-0.8995566137485941,-0.9150815042085849,-0.9345685563847792,0
rg76zJ_5,-0.10770795644911768,-0.08743922923904127,-0.07145519759449871,-0.06991266425803858,-0.0761791257865127,-0.08170044379308158,-0.08166965958044242,-0.08576112420871497,-0.09372223803570756,-0.09013403515878475,-0.3306308359973019,-0.33094056049823917,-0.33726636992923165,-0.3378246520649091,-0.33398767554096964,-0.33468507843044376,-0.3305857008043245,-0.32695000581705735,-0.334578781928459,-0.3364291460545704,-0.36800337470083044,5
uPdzdy_0,1.2723538842578206,1.2360017866536581,0.9000605558731333,1.1672984746805308,1.141783418794241,1.0052295251960368,0.8907074621228337,1.3402859648414427,1.1917004198966343,0.7168291817886444,-0.8990967009992243,-0.9014040866952956,-0.8974673939949318,-0.8765376137044488,-0.8830754981199348,-0.8965880669143544,-0.8961614702518196,-0.9014499527614331,-0.8848449040851537,-0.887540141970839,-0.969042422303768,0
uPdzdy_5,-0.07175223621533781,-0.06289218674993197,-0.07274298511949027,-0.06635328010110947,-0.08006165672331024,-0.09244065940343918,-0.08454763547910987,-0.06115688211372115,-0.09492161084155526,-0.09626184040693918,-0.3414445702709294,-0.3395602064096396,-0.3397975918328621,-0.33610386876351844,-0.33883902995976006,-0.3392528888833419,-0.34122892798422894,-0.33907846131430264,-0.3423411620089392,-0.3415475805169669,-0.3619657569573872,5
uPdzdy_10,-0.1810955168689248,-0.21345666894006937,-0.19080692185167047,-0.1871142551278377,-0.18953625122360704,-0.1984472008012106,-0.20077179491271288,-0.19991580917542587,-0.19958620844178665,-0.1994157544390478,-0.27500811744390175,-0.2761509241595305,-0.27594386088247785,-0.2756991315763857,-0.27630985194962243,-0.27573334353232687,-0.2756719366967005,-0.2748427577440996,-0.27631296212847395,-0.27693626566797674,0.1547557378515167,10
