id_target,0s_ear,1s_ear,2s_ear,0s_mar,1s_mar,2s_mar,perclos,target
yloaDl_5,0.055304324534360585,0.05801531875467506,0.06354599321517827,0.00345752714993414,0.0030138173769959603,0.00336516325640034,0.0,5
yloaDl_10,0.02684162588831825,0.029703928689656163,0.02579278943122343,0.0059567018372913005,0.00642415024582865,0.00595548754418631,0.0,10
C0Hrrw_10,0.018294597855479492,0.023807927419606214,0.026718136168815836,0.0,0.0003421541219728395,0.00047222964268599016,0.03218315622109399,10
Iz3KMx_0,1.0,0.9976929633695278,0.9654181814677011,0.057097850883281724,0.05537938480415261,0.033832962161569766,0.0,0
Iz3KMx_5,0.06149280655660669,0.05770784119520775,0.043520782644091524,0.0024728089366192,0.00200074524724376,0.0032578056840736006,0.0,5
Iz3KMx_10,0.03192398644556611,0.03191537347653895,0.03315638136546059,0.00193309371624819,0.00223080801374357,0.0019782065296376004,0.0,10
mCmgkW_0,0.8369364990008682,1.0,0.983386248624777,0.17899105783340374,0.14840257734274875,0.09606020444963626,0.0,0
mCmgkW_5,0.06310963770848237,0.058978493140642144,0.0667801726509986,0.0099416215330305,0.012199653961117642,0.0109448039100393,0.0,5
mCmgkW_10,0.03503104043605811,0.03162642387559391,0.03435116589196402,0.00306959547610613,0.00286561717952963,0.0033698220825274005,0.0,10
3bJRj9_0,0.9529732611898721,1.0,0.9804002470691551,0.06783675434472015,0.04922508765400428,0.05352625927320387,0.0,0
3bJRj9_10,0.02212210932349637,0.022294435627041684,0.02333864566322226,0.00121486156324002,0.00103621599470726,0.00111216191407139,0.0,10
Y8biCC_0,0.975081331661301,0.9996415745566551,1.0,0.13234850353993038,0.14227725751471634,0.12639873845001767,0.0,0
Y8biCC_5,0.06134097927860241,0.06158561206388226,0.05560296658244858,0.00803086017544178,0.007027038755610681,0.0022079463709970804,0.0,5
HQsotm_0,1.0,0.9421226537309599,0.9949447843624906,0.053566272303124746,0.040719397078679866,0.02669441166068305,0.0,0
HQsotm_5,0.04617394711005338,0.05075425952292356,0.04501397459712982,0.00322810483617352,0.0025247193401038,0.00191829936482728,0.0,5
HQsotm_10,0.020712750820289963,0.022816204330038753,0.031422291548475915,0.00149482279230865,0.0010981007929665302,0.0009530465374153601,0.0,10
S9Jc43_0,0.9999999999999999,0.9546226041262237,0.9377035357271485,0.08754242479571672,0.07373584257021945,0.08826666253352485,0.0,0
S9Jc43_5,0.05893056906269152,0.06662107213224021,0.06379760650463821,0.00802500436060416,0.0077228058041626,0.005655716251954681,0.0,5
S9Jc43_10,0.03532952824245003,0.03357315966541571,0.03285967058777154,0.0024822599702122804,0.00239135959956308,0.00254424851521298,0.0,10
oW2Jt7_0,0.9634256920782149,0.9767139130352827,1.0,0.14849554526987951,0.1689997083967407,0.1256644989004396,0.0,0
oW2Jt7_5,0.06232471946515064,0.05674714537121062,0.05859236649764056,0.00537761990502636,0.006032707950382961,0.0070521203959606595,0.0,5
oW2Jt7_10,0.02534088883714149,0.02865351649981492,0.02774864579723362,0.006160104675757331,0.00534477339305442,0.00600943854239476,0.0,10
mESg1h_0,0.9692338975390192,0.942842973198557,1.0,0.057233547187502974,0.09076260251304011,0.043272674740160756,0.0,0
sUBRZN_5,0.06068558997565714,0.06619049520177453,0.06961526438174002,0.00426918973050788,0.00491279545915314,0.00433721581108718,0.0,5
